,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Amount,Source
67,Legal,Team2,High Cost,Senior Manager,1,0.19047619,Forecast
70,FINANCE,Team2,High Cost,Senior Manager,1,14.0952381,Forecast
72,Legal,Team2,High Cost,Senior Manager,1,13.16190476,Forecast
73,Legal,Team2,Cost Effective,Senior Manager,1,0.380952381,Forecast
88,FINANCE,Team2,High Cost,Consultant,1,0.19047619,Forecast
89,Legal,Team2,High Cost,Consultant,1,0.952380952,Forecast
100,FINANCE,Team1,Cost Effective,Analyst,1,112.8342857,Forecast
101,FINANCE,Team2,High Cost,Analyst,1,5.028571429,Forecast
112,FINANCE,Team2,High Cost,Associate,1,0.19047619,Forecast
114,Legal,Team2,Cost Effective,Associate,1,9.714285714,Forecast
118,FINANCE,Team2,Cost Effective,Senior Manager,1,0.571428571,Forecast
120,Human Resources,Team1,Cost Effective,Senior Manager,1,0.380952381,Forecast
121,Legal,Team2,Cost Effective,Senior Manager,1,0.19047619,Forecast
125,CIO,,High Cost,Senior Manager,1,24.14285714,Forecast
128,FINANCE,Team1,Cost Effective,Senior Manager,1,5.523809524,Forecast
129,FINANCE,Team2,High Cost,Senior Manager,1,6.076190476,Forecast
131,Human Resources,Team1,Cost Effective,Senior Manager,1,0.952380952,Forecast
132,Human Resources,Team2,Cost Effective,Senior Manager,1,0.19047619,Forecast
133,Human Resources,Team2,Cost Effective,Senior Manager,1,16.50095238,Forecast
134,Legal,Team2,Cost Effective,Senior Manager,1,0.19047619,Forecast
135,Legal,Team2,Cost Effective,Senior Manager,1,2.285714286,Forecast
148,FINANCE,Team2,Cost Effective,Consultant,1,4.19047619,Forecast
151,Human Resources,Team1,Cost Effective,Consultant,1,2.285714286,Forecast
152,Human Resources,Team1,High Cost,Consultant,1,11.67619048,Forecast
153,Human Resources,Team2,High Cost,Consultant,1,0.571428571,Forecast
154,Legal,Team2,High Cost,Consultant,1,1.904761905,Forecast
155,Legal,Team2,High Cost,Consultant,1,0.19047619,Forecast
175,FINANCE,Team1,Cost Effective,Analyst,2,114.3580952,Forecast
176,FINANCE,Team1,High Cost,Analyst,2,15.91428571,Forecast
177,Human Resources,Team1,High Cost,Analyst,2,0.19047619,Forecast
183,FINANCE,Team1,High Cost,Associate,2,0.55952381,Forecast
184,Legal,Team2,Cost Effective,Associate,2,9.714285714,Forecast
190,Human Resources,Team1,Cost Effective,Senior Manager,2,0.380952381,Forecast
192,Legal,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
195,CIO,,High Cost,Senior Manager,2,24.14285714,Forecast
197,Human Resources,Team1,High Cost,Senior Manager,2,13.74285714,Forecast
198,Human Resources,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
199,Human Resources,Team2,High Cost,Senior Manager,2,0.361904762,Forecast
200,Human Resources,Team2,Cost Effective,Senior Manager,2,16.88190476,Forecast
201,FINANCE,Team1,High Cost,Analyst,1,14.96190476,Forecast
202,FINANCE,Team2,Cost Effective,Analyst,1,3.047619048,Forecast
203,Human Resources,Team1,High Cost,Analyst,1,0.19047619,Forecast
204,Human Resources,Team2,High Cost,Analyst,1,71.24161905,Forecast
205,Legal,Team2,High Cost,Analyst,1,12.88095238,Forecast
211,FINANCE,Team1,High Cost,Associate,1,0.75,Forecast
220,FINANCE,Team1,High Cost,Senior Manager,1,10.47619048,Forecast
221,FINANCE,Team2,Cost Effective,Senior Manager,1,1.333333333,Forecast
222,Human Resources,Team1,High Cost,Senior Manager,1,13.55238095,Forecast
223,Human Resources,Team2,High Cost,Senior Manager,1,0.361904762,Forecast
224,Legal,Team2,High Cost,Senior Manager,1,0.914285714,Forecast
225,Legal,Team2,Cost Effective,Senior Manager,1,0.19047619,Forecast
226,Legal,Team2,High Cost,Senior Manager,1,42.57142857,Forecast
241,FINANCE,Team2,High Cost,Consultant,1,10,Forecast
245,Human Resources,Team1,High Cost,Consultant,1,0.19047619,Forecast
247,Legal,Team2,Cost Effective,Consultant,1,0.380952381,Forecast
252,FINANCE,Team1,Cost Effective,Analyst,1,28.28571429,Forecast
255,Legal,Team2,High Cost,Analyst,1,0.19047619,Forecast
256,Legal,Team2,Cost Effective,Analyst,1,0.380952381,Forecast
257,Legal,Team2,Cost Effective,Analyst,1,1.714285714,Forecast
267,CIO,,High Cost,Associate,1,2.095238095,Forecast
268,Legal,Team2,Cost Effective,Associate,1,1.333333333,Forecast
274,FINANCE,Team1,Cost Effective,Senior Manager,1,0.571428571,Forecast
275,FINANCE,Team1,High Cost,Senior Manager,1,2.095238095,Forecast
276,FINANCE,Team2,Cost Effective,Senior Manager,1,0.571428571,Forecast
278,Human Resources,Team2,High Cost,Senior Manager,1,5.333333333,Forecast
279,Legal,Team2,High Cost,Senior Manager,1,4.19047619,Forecast
281,FINANCE,Team2,Cost Effective,Senior Manager,1,2.666666667,Forecast
283,Legal,Team2,High Cost,Senior Manager,1,0.571428571,Forecast
284,Legal,Team2,Cost Effective,Senior Manager,1,3.428571429,Forecast
285,Legal,Team2,Cost Effective,Senior Manager,1,2.095238095,Forecast
286,Legal,Team2,High Cost,Senior Manager,1,0.19047619,Forecast
287,Legal,Team2,High Cost,Senior Manager,1,1.904761905,Forecast
301,CIO,,High Cost,Consultant,1,21.12807619,Forecast
303,FINANCE,Team1,Cost Effective,Consultant,1,25.33333333,Forecast
309,FINANCE,Team2,Cost Effective,Analyst,2,36.95238095,Forecast
312,Human Resources,Team2,Cost Effective,Analyst,2,121.5914286,Forecast
313,Legal,Team2,Cost Effective,Analyst,2,0.380952381,Forecast
314,Legal,Team2,Cost Effective,Analyst,2,1.904761905,Forecast
319,FINANCE,Team2,High Cost,Associate,2,2.971428571,Forecast
320,FINANCE,Team2,Cost Effective,Associate,2,0.380952381,Forecast
322,Human Resources,Team2,High Cost,Associate,2,12.67428571,Forecast
324,Legal,Team2,High Cost,Associate,2,0.571428571,Forecast
327,FINANCE,Team2,High Cost,Senior Manager,2,2.285714286,Forecast
330,FINANCE,Team2,High Cost,Senior Manager,2,13.31428571,Forecast
331,Human Resources,Team1,High Cost,Senior Manager,2,21.88571429,Forecast
332,Human Resources,Team2,High Cost,Senior Manager,2,0.380952381,Forecast
333,Legal,Team2,High Cost,Senior Manager,2,2.666666667,Forecast
334,Legal,Team2,High Cost,Senior Manager,2,0.19047619,Forecast
342,FINANCE,Team1,Cost Effective,Consultant,2,2.476190476,Forecast
343,FINANCE,Team2,Cost Effective,Consultant,2,16.76190476,Forecast
347,Human Resources,Team2,Cost Effective,Consultant,2,61.54285714,Forecast
348,Legal,Team2,Cost Effective,Consultant,2,4.952380952,Forecast
354,FINANCE,Team1,High Cost,Analyst,1,1.142857143,Forecast
373,FINANCE,Team1,High Cost,Senior Manager,1,0.571428571,Forecast
379,Legal,Team2,High Cost,Senior Manager,1,0.761904762,Forecast
380,Legal,Team2,High Cost,Senior Manager,1,0.761904762,Forecast
381,Legal,Team2,High Cost,Senior Manager,1,0.342857143,Forecast
382,CIO,,Cost Effective,Senior Manager,1,0.380952381,Forecast
383,FINANCE,Team1,High Cost,Senior Manager,1,12.26666667,Forecast
384,FINANCE,Team1,High Cost,Senior Manager,1,3.80952381,Forecast
385,FINANCE,Team2,Cost Effective,Senior Manager,1,3.80952381,Forecast
389,Human Resources,Team2,High Cost,Senior Manager,1,25.05714286,Forecast
397,FINANCE,Team1,High Cost,Consultant,1,14.92457143,Forecast
398,FINANCE,Team2,Cost Effective,Consultant,1,10.47619048,Forecast
399,FINANCE,Team2,High Cost,Consultant,1,7.580952381,Forecast
400,Human Resources,Team1,High Cost,Consultant,1,4.92952381,Forecast
401,Human Resources,Team1,Cost Effective,Consultant,1,11.61904762,Forecast
402,Human Resources,Team2,Cost Effective,Consultant,1,0.380952381,Forecast
403,Human Resources,Team2,High Cost,Consultant,1,77.65904762,Forecast
404,Human Resources,Team2,Cost Effective,Consultant,1,1.142857143,Forecast
405,Legal,Team2,Cost Effective,Consultant,1,35.6152381,Forecast
406,Legal,Team2,High Cost,Consultant,1,39.19619048,Forecast
423,FINANCE,Team2,Cost Effective,Analyst,2,4.952380952,Forecast
424,FINANCE,Team2,High Cost,Analyst,2,3.238095238,Forecast
425,Human Resources,Team1,Cost Effective,Analyst,2,3.80952381,Forecast
426,Legal,Team2,Cost Effective,Analyst,2,63.83047619,Forecast
442,FINANCE,Team1,Cost Effective,Senior Manager,2,1.142857143,Forecast
443,FINANCE,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
446,Human Resources,Team1,Cost Effective,Senior Manager,2,0.380952381,Forecast
447,Legal,Team2,High Cost,Senior Manager,2,0.19047619,Forecast
448,Legal,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
449,Legal,Team2,High Cost,Senior Manager,2,0.761904762,Forecast
450,Legal,Team2,High Cost,Senior Manager,2,0.761904762,Forecast
451,Legal,Team2,High Cost,Senior Manager,2,0.342857143,Forecast
452,Legal,Team2,High Cost,Consultant,1,0.380952381,Forecast
468,FINANCE,Team1,High Cost,Analyst,2,1.904761905,Forecast
469,FINANCE,Team1,Cost Effective,Analyst,2,1.904761905,Forecast
471,Human Resources,Team1,High Cost,Analyst,2,1.714285714,Forecast
472,Legal,Team2,High Cost,Analyst,2,0.571428571,Forecast
473,Legal,Team2,High Cost,Analyst,2,0.952380952,Forecast
484,CIO,,High Cost,Associate,2,2.095238095,Forecast
485,FINANCE,Team1,Cost Effective,Associate,2,3.428571429,Forecast
486,Legal,Team2,Cost Effective,Associate,2,1.333333333,Forecast
490,CIO,,High Cost,Senior Manager,2,3.39047619,Forecast
492,FINANCE,Team1,High Cost,Senior Manager,2,2.285714286,Forecast
494,Human Resources,Team1,High Cost,Senior Manager,2,5.685714286,Forecast
495,Human Resources,Team2,High Cost,Senior Manager,2,5.333333333,Forecast
496,Legal,Team2,High Cost,Senior Manager,2,1.333333333,Forecast
497,Legal,Team2,High Cost,Senior Manager,2,0.380952381,Forecast
498,Legal,Team2,High Cost,Senior Manager,2,4.19047619,Forecast
500,FINANCE,Team1,Cost Effective,Senior Manager,2,0.952380952,Forecast
501,FINANCE,Team2,Cost Effective,Senior Manager,2,2.666666667,Forecast
526,FINANCE,Team1,Cost Effective,Analyst,2,28.66666667,Forecast
527,FINANCE,Team1,High Cost,Analyst,2,1.142857143,Forecast
529,Legal,Team2,High Cost,Analyst,2,0.19047619,Forecast
530,Legal,Team2,Cost Effective,Analyst,2,0.380952381,Forecast
543,FINANCE,Team1,Cost Effective,Senior Manager,2,0.571428571,Forecast
544,FINANCE,Team2,Cost Effective,Senior Manager,2,0.571428571,Forecast
545,Human Resources,Team2,Cost Effective,Senior Manager,2,3.214285714,Forecast
546,Legal,Team2,Cost Effective,Senior Manager,2,0.380952381,Forecast
567,FINANCE,Team2,High Cost,Analyst,3,5.219047619,Forecast
568,Human Resources,Team1,Cost Effective,Analyst,3,0.19047619,Forecast
582,Human Resources,Team1,High Cost,Senior Manager,3,5.085714286,Forecast
583,Human Resources,Team2,High Cost,Senior Manager,3,0.19047619,Forecast
584,Human Resources,Team2,Cost Effective,Senior Manager,3,3.214285714,Forecast
585,Human Resources,Team2,High Cost,Senior Manager,3,0.380952381,Forecast
586,Legal,Team2,High Cost,Senior Manager,3,0.19047619,Forecast
587,Legal,Team2,Cost Effective,Senior Manager,3,0.380952381,Forecast
592,FINANCE,Team1,Cost Effective,Senior Manager,3,5.523809524,Forecast
593,FINANCE,Team2,High Cost,Senior Manager,3,14.0952381,Forecast
595,Legal,Team2,Cost Effective,Senior Manager,3,0.380952381,Forecast
602,Legal,Team2,High Cost,Senior Manager,2,0.914285714,Forecast
603,Legal,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
604,Legal,Team2,Cost Effective,Senior Manager,2,2.666666667,Forecast
622,FINANCE,Team1,Cost Effective,Consultant,2,42.8952381,Forecast
623,FINANCE,Team1,High Cost,Consultant,2,15.30552381,Forecast
624,Legal,Team2,High Cost,Consultant,2,0.571428571,Forecast
625,Legal,Team2,High Cost,Consultant,2,0.380952381,Forecast
641,Human Resources,Team1,Cost Effective,Analyst,3,3.80952381,Forecast
642,Legal,Team2,High Cost,Analyst,3,0.761904762,Forecast
643,Legal,Team2,Cost Effective,Analyst,3,64.11619048,Forecast
644,Legal,Team2,High Cost,Analyst,3,0.952380952,Forecast
651,FINANCE,Team1,Cost Effective,Associate,3,3.428571429,Forecast
653,Human Resources,Team2,Cost Effective,Consultant,1,60.59047619,Forecast
654,Legal,Team2,High Cost,Consultant,1,0.380952381,Forecast
655,Legal,Team2,Cost Effective,Consultant,1,1.333333333,Forecast
656,Legal,Team2,Cost Effective,Consultant,1,0.571428571,Forecast
657,Legal,Team2,Cost Effective,Consultant,1,4.952380952,Forecast
675,FINANCE,Team2,High Cost,Analyst,2,5.219047619,Forecast
676,FINANCE,Team2,Cost Effective,Analyst,2,3.047619048,Forecast
678,Human Resources,Team2,High Cost,Analyst,2,72.71780952,Forecast
679,Legal,Team2,High Cost,Analyst,2,12.69047619,Forecast
690,FINANCE,Team2,High Cost,Associate,2,0.19047619,Forecast
693,FINANCE,Team2,Cost Effective,Senior Manager,2,0.571428571,Forecast
694,FINANCE,Team2,High Cost,Senior Manager,2,3.19047619,Forecast
700,CIO,,Cost Effective,Senior Manager,2,0.380952381,Forecast
701,FINANCE,Team1,High Cost,Senior Manager,2,3.80952381,Forecast
705,Legal,Team2,High Cost,Senior Manager,2,1.714285714,Forecast
706,Legal,Team2,High Cost,Senior Manager,2,1.142857143,Forecast
717,CIO,,High Cost,Consultant,2,21.12807619,Forecast
719,FINANCE,Team1,High Cost,Consultant,2,1.904761905,Forecast
723,Human Resources,Team1,High Cost,Consultant,2,5.12,Forecast
724,Human Resources,Team2,Cost Effective,Consultant,2,0.380952381,Forecast
726,Legal,Team2,High Cost,Consultant,2,39.57714286,Forecast
744,CIO,,High Cost,Analyst,3,8,Forecast
745,FINANCE,Team2,High Cost,Analyst,3,3.238095238,Forecast
747,Legal,Team2,Cost Effective,Analyst,3,1.714285714,Forecast
750,CIO,,High Cost,Analyst,1,8,Forecast
751,FINANCE,Team2,Cost Effective,Analyst,1,4.952380952,Forecast
752,FINANCE,Team2,High Cost,Analyst,1,3.238095238,Forecast
754,Human Resources,Team1,Cost Effective,Analyst,1,3.80952381,Forecast
755,Legal,Team2,Cost Effective,Analyst,1,63.44952381,Forecast
762,FINANCE,Team1,Cost Effective,Associate,1,19.61904762,Forecast
763,Human Resources,Team2,Cost Effective,Associate,1,30.85619048,Forecast
770,FINANCE,Team1,High Cost,Senior Manager,1,1.523809524,Forecast
771,FINANCE,Team1,Cost Effective,Senior Manager,1,1.142857143,Forecast
772,FINANCE,Team2,High Cost,Senior Manager,1,1.257142857,Forecast
774,Human Resources,Team1,Cost Effective,Senior Manager,1,0.380952381,Forecast
775,Legal,Team2,High Cost,Senior Manager,1,0.19047619,Forecast
776,Legal,Team2,Cost Effective,Senior Manager,1,0.19047619,Forecast
777,FINANCE,Team1,Cost Effective,Senior Manager,1,5.333333333,Forecast
780,Legal,Team2,High Cost,Senior Manager,1,1.523809524,Forecast
781,Legal,Team2,High Cost,Senior Manager,1,1.142857143,Forecast
791,FINANCE,Team1,High Cost,Consultant,1,1.904761905,Forecast
792,Legal,Team2,High Cost,Consultant,1,0.761904762,Forecast
793,Legal,Team2,High Cost,Consultant,1,0.19047619,Forecast
808,FINANCE,Team1,Cost Effective,Associate,3,19.61904762,Forecast
809,FINANCE,Team2,Cost Effective,Associate,3,33.95238095,Forecast
810,Human Resources,Team2,Cost Effective,Associate,3,32.18952381,Forecast
816,FINANCE,Team1,Cost Effective,Senior Manager,3,1.142857143,Forecast
817,FINANCE,Team2,High Cost,Senior Manager,3,1.066666667,Forecast
818,Legal,Team2,High Cost,Senior Manager,3,0.19047619,Forecast
819,Legal,Team2,Cost Effective,Senior Manager,3,0.19047619,Forecast
821,FINANCE,Team1,Cost Effective,Senior Manager,3,5.333333333,Forecast
822,FINANCE,Team2,Cost Effective,Senior Manager,3,1.333333333,Forecast
824,Legal,Team2,High Cost,Senior Manager,3,0.571428571,Forecast
825,Legal,Team2,Cost Effective,Senior Manager,3,3.428571429,Forecast
826,Legal,Team2,Cost Effective,Senior Manager,3,2.095238095,Forecast
827,Legal,Team2,High Cost,Senior Manager,3,1.714285714,Forecast
828,Legal,Team2,High Cost,Senior Manager,3,1.142857143,Forecast
845,Human Resources,Team2,High Cost,Consultant,3,0.571428571,Forecast
847,Legal,Team2,High Cost,Consultant,3,0.761904762,Forecast
855,Human Resources,Team1,Cost Effective,Senior Manager,3,0.380952381,Forecast
856,Legal,Team2,High Cost,Senior Manager,3,0.380952381,Forecast
858,FINANCE,Team1,Cost Effective,Senior Manager,3,0.952380952,Forecast
862,Human Resources,Team1,Cost Effective,Senior Manager,3,2.819047619,Forecast
875,FINANCE,Team1,High Cost,Consultant,3,9.261904762,Forecast
876,Human Resources,Team1,High Cost,Consultant,3,11.86666667,Forecast
877,Human Resources,Team2,Cost Effective,Consultant,3,1.142857143,Forecast
878,Legal,Team2,High Cost,Consultant,3,2.095238095,Forecast
879,Legal,Team2,High Cost,Consultant,3,0.19047619,Forecast
902,FINANCE,Team1,Cost Effective,Analyst,1,1.904761905,Forecast
903,FINANCE,Team2,Cost Effective,Analyst,1,36.38095238,Forecast
906,Human Resources,Team2,Cost Effective,Analyst,1,119.02,Forecast
907,Legal,Team2,Cost Effective,Analyst,1,0.380952381,Forecast
908,Legal,Team2,Cost Effective,Analyst,1,1.904761905,Forecast
914,FINANCE,Team2,High Cost,Associate,1,2.971428571,Forecast
915,FINANCE,Team2,Cost Effective,Associate,1,0.380952381,Forecast
917,Human Resources,Team2,High Cost,Associate,1,11.72190476,Forecast
919,Legal,Team2,High Cost,Associate,1,0.571428571,Forecast
921,CIO,,High Cost,Senior Manager,1,3.39047619,Forecast
922,FINANCE,Team2,High Cost,Senior Manager,1,2.285714286,Forecast
923,Legal,Team2,High Cost,Senior Manager,1,1.333333333,Forecast
927,FINANCE,Team2,High Cost,Senior Manager,1,12.74285714,Forecast
928,Human Resources,Team1,High Cost,Senior Manager,1,21.54285714,Forecast
929,Human Resources,Team2,High Cost,Senior Manager,1,0.380952381,Forecast
930,Legal,Team2,High Cost,Senior Manager,1,2.666666667,Forecast
944,FINANCE,Team1,Cost Effective,Consultant,1,42.72380952,Forecast
945,FINANCE,Team1,Cost Effective,Consultant,1,2.476190476,Forecast
946,FINANCE,Team2,Cost Effective,Consultant,1,16.57142857,Forecast
949,Legal,Team2,High Cost,Consultant,1,0.571428571,Forecast
967,Legal,Team2,Cost Effective,Analyst,4,1.714285714,Forecast
976,FINANCE,Team2,Cost Effective,Associate,4,34.14285714,Forecast
979,FINANCE,Team2,High Cost,Senior Manager,4,1.257142857,Forecast
981,Human Resources,Team1,Cost Effective,Senior Manager,4,0.380952381,Forecast
985,CIO,,High Cost,Senior Manager,4,24.14285714,Forecast
987,FINANCE,Team1,Cost Effective,Senior Manager,4,5.333333333,Forecast
988,FINANCE,Team2,High Cost,Senior Manager,4,6.457142857,Forecast
990,Human Resources,Team2,Cost Effective,Senior Manager,4,0.19047619,Forecast
991,Legal,Team2,High Cost,Senior Manager,4,0.571428571,Forecast
992,Legal,Team2,Cost Effective,Senior Manager,4,3.428571429,Forecast
993,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Forecast
994,Legal,Team2,Cost Effective,Senior Manager,4,2.095238095,Forecast
1007,FINANCE,Team2,High Cost,Consultant,3,0.19047619,Forecast
1009,Human Resources,Team1,Cost Effective,Consultant,3,2.285714286,Forecast
1010,Human Resources,Team1,High Cost,Consultant,3,0.19047619,Forecast
1029,FINANCE,Team1,Cost Effective,Analyst,4,29.04761905,Forecast
1032,Human Resources,Team2,Cost Effective,Analyst,4,127.2104762,Forecast
1033,Legal,Team2,High Cost,Analyst,4,0.19047619,Forecast
1034,Legal,Team2,Cost Effective,Analyst,4,0.380952381,Forecast
1035,Legal,Team2,Cost Effective,Analyst,4,1.904761905,Forecast
1040,CIO,,High Cost,Associate,4,2.095238095,Forecast
1041,Legal,Team2,Cost Effective,Associate,4,9.714285714,Forecast
1042,Legal,Team2,High Cost,Associate,4,0.571428571,Forecast
1045,FINANCE,Team1,Cost Effective,Senior Manager,4,0.571428571,Forecast
1046,FINANCE,Team2,High Cost,Senior Manager,4,2.285714286,Forecast
1052,Human Resources,Team1,High Cost,Senior Manager,4,22.45714286,Forecast
1057,FINANCE,Team1,Cost Effective,Analyst,4,114.9295238,Forecast
1058,FINANCE,Team1,High Cost,Analyst,4,16.1047619,Forecast
1059,FINANCE,Team2,Cost Effective,Analyst,4,39.23809524,Forecast
1060,Human Resources,Team1,High Cost,Analyst,4,0.19047619,Forecast
1066,FINANCE,Team1,Cost Effective,Associate,4,19.71428571,Forecast
1067,FINANCE,Team2,High Cost,Associate,4,2.971428571,Forecast
1068,FINANCE,Team2,Cost Effective,Associate,4,0.380952381,Forecast
1069,Human Resources,Team2,High Cost,Associate,4,12.67428571,Forecast
1077,Legal,Team2,Cost Effective,Senior Manager,4,0.19047619,Forecast
1078,Legal,Team2,High Cost,Senior Manager,4,0.761904762,Forecast
1080,CIO,,Cost Effective,Senior Manager,4,0.380952381,Forecast
1081,FINANCE,Team1,High Cost,Senior Manager,4,3.80952381,Forecast
1095,FINANCE,Team1,Cost Effective,Consultant,4,42.95238095,Forecast
1096,FINANCE,Team1,High Cost,Consultant,4,15.87695238,Forecast
1097,FINANCE,Team2,Cost Effective,Consultant,4,16.95238095,Forecast
1098,Human Resources,Team1,High Cost,Consultant,4,5.12,Forecast
1099,Legal,Team2,High Cost,Consultant,4,0.571428571,Forecast
1107,FINANCE,Team1,Cost Effective,Senior Manager,2,5.523809524,Forecast
1108,FINANCE,Team1,High Cost,Senior Manager,2,10.47619048,Forecast
1109,FINANCE,Team2,Cost Effective,Senior Manager,2,3.80952381,Forecast
1110,FINANCE,Team2,Cost Effective,Senior Manager,2,1.333333333,Forecast
1112,Human Resources,Team1,Cost Effective,Senior Manager,2,0.952380952,Forecast
1113,Legal,Team2,High Cost,Senior Manager,2,12.97142857,Forecast
1114,Legal,Team2,Cost Effective,Senior Manager,2,0.19047619,Forecast
1115,Legal,Team2,High Cost,Senior Manager,2,42.76190476,Forecast
1125,FINANCE,Team2,High Cost,Consultant,2,10,Forecast
1126,FINANCE,Team2,Cost Effective,Consultant,2,4.380952381,Forecast
1128,Human Resources,Team1,High Cost,Consultant,2,0.19047619,Forecast
1129,Human Resources,Team2,High Cost,Consultant,2,79.56380952,Forecast
1130,Legal,Team2,Cost Effective,Consultant,2,0.380952381,Forecast
1131,Legal,Team2,High Cost,Consultant,2,0.19047619,Forecast
1153,FINANCE,Team1,Cost Effective,Analyst,3,1.904761905,Forecast
1154,FINANCE,Team1,High Cost,Analyst,3,1.142857143,Forecast
1157,Legal,Team2,High Cost,Senior Manager,2,1.904761905,Forecast
1172,FINANCE,Team1,High Cost,Consultant,2,9.452380952,Forecast
1174,Human Resources,Team1,High Cost,Consultant,2,11.67619048,Forecast
1175,Human Resources,Team2,High Cost,Consultant,2,0.571428571,Forecast
1176,Legal,Team2,High Cost,Consultant,2,1.904761905,Forecast
1177,Legal,Team2,High Cost,Consultant,2,0.19047619,Forecast
1196,FINANCE,Team1,Cost Effective,Analyst,3,114.167619,Forecast
1197,FINANCE,Team2,Cost Effective,Analyst,3,38.47619048,Forecast
1219,FINANCE,Team1,High Cost,Consultant,4,9.261904762,Forecast
1220,FINANCE,Team2,High Cost,Consultant,4,7.771428571,Forecast
1221,Human Resources,Team1,High Cost,Consultant,4,11.96190476,Forecast
1222,Human Resources,Team2,High Cost,Consultant,4,0.571428571,Forecast
1223,Legal,Team2,Cost Effective,Consultant,4,35.4247619,Forecast
1240,FINANCE,Team1,Cost Effective,Analyst,5,116.167619,Forecast
1241,FINANCE,Team1,High Cost,Analyst,5,1.904761905,Forecast
1244,Human Resources,Team1,High Cost,Analyst,5,1.714285714,Forecast
1245,Legal,Team2,High Cost,Analyst,5,0.761904762,Forecast
1246,Legal,Team2,High Cost,Analyst,5,0.952380952,Forecast
1271,Human Resources,Team1,Cost Effective,Analyst,2,0.19047619,Forecast
1285,Human Resources,Team1,High Cost,Senior Manager,2,5.085714286,Forecast
1286,Human Resources,Team2,High Cost,Senior Manager,2,0.19047619,Forecast
1287,Human Resources,Team2,High Cost,Senior Manager,2,0.380952381,Forecast
1288,Legal,Team2,High Cost,Senior Manager,2,0.19047619,Forecast
1289,Legal,Team2,High Cost,Senior Manager,2,0.19047619,Forecast
1291,FINANCE,Team2,High Cost,Senior Manager,2,14.0952381,Forecast
1292,Legal,Team2,Cost Effective,Senior Manager,2,0.380952381,Forecast
1318,CIO,,High Cost,Analyst,2,8,Forecast
1323,Legal,Team2,Cost Effective,Analyst,2,1.714285714,Forecast
1333,FINANCE,Team1,Cost Effective,Associate,2,19.61904762,Forecast
1334,FINANCE,Team2,Cost Effective,Associate,2,33.57142857,Forecast
1336,Human Resources,Team2,Cost Effective,Associate,2,31.80857143,Forecast
1341,FINANCE,Team1,High Cost,Senior Manager,2,1.523809524,Forecast
1342,FINANCE,Team1,High Cost,Senior Manager,2,0.571428571,Forecast
1343,FINANCE,Team2,High Cost,Senior Manager,2,1.066666667,Forecast
1348,FINANCE,Team1,High Cost,Senior Manager,2,12.26666667,Forecast
1349,FINANCE,Team1,Cost Effective,Senior Manager,2,5.333333333,Forecast
1350,FINANCE,Team2,High Cost,Senior Manager,2,6.266666667,Forecast
1352,Human Resources,Team2,High Cost,Senior Manager,2,25.24761905,Forecast
1353,Legal,Team2,High Cost,Senior Manager,2,0.571428571,Forecast
1354,Legal,Team2,Cost Effective,Senior Manager,2,3.428571429,Forecast
1355,Legal,Team2,Cost Effective,Senior Manager,2,2.095238095,Forecast
1358,Human Resources,Team1,Cost Effective,Senior Manager,2,2.819047619,Forecast
1374,FINANCE,Team1,Cost Effective,Consultant,2,25.33333333,Forecast
1376,Legal,Team2,High Cost,Consultant,2,0.380952381,Forecast
1377,Legal,Team2,Cost Effective,Consultant,2,1.333333333,Forecast
1378,Legal,Team2,Cost Effective,Consultant,2,0.571428571,Forecast
1397,FINANCE,Team1,High Cost,Analyst,3,15.91428571,Forecast
1398,FINANCE,Team2,Cost Effective,Analyst,3,3.047619048,Forecast
1399,Human Resources,Team1,High Cost,Analyst,3,0.19047619,Forecast
1400,Human Resources,Team2,High Cost,Analyst,3,73.55590476,Forecast
1401,Legal,Team2,High Cost,Analyst,3,13.64285714,Forecast
1421,Human Resources,Team1,Cost Effective,Analyst,5,3.80952381,Forecast
1422,Legal,Team2,Cost Effective,Analyst,5,64.87809524,Forecast
1430,FINANCE,Team1,Cost Effective,Associate,5,3.428571429,Forecast
1433,FINANCE,Team1,High Cost,Senior Manager,5,0.571428571,Forecast
1436,Human Resources,Team1,Cost Effective,Senior Manager,5,0.380952381,Forecast
1437,Human Resources,Team1,High Cost,Senior Manager,5,5.085714286,Forecast
1438,Human Resources,Team2,High Cost,Senior Manager,5,0.380952381,Forecast
1439,Legal,Team2,High Cost,Senior Manager,5,0.19047619,Forecast
1442,Human Resources,Team2,High Cost,Senior Manager,5,25.81904762,Forecast
1443,Legal,Team2,High Cost,Senior Manager,5,2.285714286,Forecast
1444,Legal,Team2,High Cost,Senior Manager,5,1.142857143,Forecast
1445,Legal,Team2,Cost Effective,Senior Manager,5,0.380952381,Forecast
1457,FINANCE,Team2,Cost Effective,Associate,3,0.380952381,Forecast
1458,FINANCE,Team2,High Cost,Associate,3,0.19047619,Forecast
1464,FINANCE,Team2,Cost Effective,Senior Manager,3,0.571428571,Forecast
1465,FINANCE,Team2,High Cost,Senior Manager,3,3.19047619,Forecast
