,Level3Name,Level4Name,Classification,ReportLine3,ProductivityCategory,GrossCostClassification,FiscalMonthNumber,Source,Amount
13546,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,8,Actuals,-149.582716
13547,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,8,Forecast,145.5671121
13548,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,9,Actuals,1251.384691
13549,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,9,Forecast,145.5671121
13550,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,10,Actuals,400.1851852
13551,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,10,Forecast,145.5671121
13552,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,11,Actuals,400.1851852
13553,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,11,Forecast,145.5671121
13554,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,12,Actuals,400.1851852
13555,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,12,Forecast,261.0228215
13556,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,1,Actuals,1.263703704
13557,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,2,Actuals,1.245925926
13558,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,3,Actuals,1.122962963
13559,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,4,Actuals,1.170864198
13560,FINANCE,Team1,High Cost,Other Business Costs,Ops,Gross Cost,7,Actuals,95.58222222
13561,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,4.084444444
13562,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,8,Actuals,333.3333333
13563,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,10,Actuals,333.3333333
13564,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,11,Actuals,333.3333333
13565,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,12,Actuals,333.3333333
13566,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,1,Actuals,-96.22567901
13567,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,2,Actuals,276.3935802
13568,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,730.4335802
13569,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,4,Actuals,671.4908642
13570,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,5,Actuals,1178.438519
13571,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,6,Actuals,419.7279012
13572,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,7,Actuals,791.105679
13573,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,8,Actuals,597.2439506
13574,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,9,Actuals,661.7767901
13575,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,10,Actuals,177.7654321
13576,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,11,Actuals,177.7654321
13577,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,12,Actuals,177.7654321
13578,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,1,Actuals,81.76345679
13579,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,1,Forecast,619.235358
13580,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,2,Actuals,101.3328395
13581,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,2,Forecast,619.235358
13582,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,164.8212346
13583,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,3,Forecast,619.235358
13584,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,4,Actuals,288.7604938
13585,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,4,Forecast,1135.613959
13586,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,5,Actuals,140.4439506
13587,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,5,Forecast,1135.613959
13588,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,6,Actuals,133.6059259
13589,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,6,Forecast,1135.613959
13590,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,7,Actuals,162.331358
13591,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,7,Forecast,878.3300079
13592,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,8,Actuals,187.8049383
13593,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,8,Forecast,878.3300079
13594,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,9,Actuals,46.02074074
13595,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,9,Forecast,878.3300079
13596,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,10,Actuals,226.337284
13597,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,10,Forecast,361.9514072
13598,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,11,Actuals,226.337284
13599,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,11,Forecast,361.9514072
13600,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,12,Actuals,226.337284
13601,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,12,Forecast,361.9514072
13602,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,1,Actuals,1.581234568
13603,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,2,Actuals,2.700246914
13604,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,3,Actuals,2.835061728
13605,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,4,Actuals,3.582716049
13606,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,5,Actuals,6.760493827
13607,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,6,Actuals,5.074074074
13608,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,7,Actuals,3.77382716
13609,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,8,Actuals,2.522962963
13610,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,9,Actuals,2.521975309
13611,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,10,Actuals,3.68
13612,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,11,Actuals,3.68
13613,FINANCE,Team1,High Cost,Other Services & Professional Fees,Ops,Gross Cost,12,Actuals,3.68
13614,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,1,Forecast,72.0078477
13615,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,2,Forecast,72.0078477
13616,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,3,Forecast,72.0078477
13617,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,4,Forecast,72.0078477
13618,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,5,Forecast,72.0078477
13619,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,6,Forecast,72.0078477
13620,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,7,Forecast,72.0078477
13621,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,8,Forecast,72.0078477
13622,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,9,Forecast,72.0078477
13623,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,10,Forecast,72.0078477
13624,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,11,Forecast,72.0078477
13625,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,12,Forecast,72.0078477
13626,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,1,Actuals,39.34271605
13627,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,1,Forecast,154.4620439
13628,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,2,Actuals,25.95061728
13629,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,2,Forecast,154.4620439
13630,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,3,Actuals,-3.748641975
13631,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,3,Forecast,154.4620439
13632,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,4,Actuals,31.84839506
13633,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,4,Forecast,154.4620439
13634,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,5,Actuals,18.00148148
13635,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,5,Forecast,154.4620439
13636,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,6,Actuals,43.83308642
13637,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,6,Forecast,154.4620439
13638,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,7,Actuals,38.98962963
13639,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,7,Forecast,154.4620439
13640,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,8,Actuals,86.52197531
13641,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,8,Forecast,154.4620439
13642,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,9,Actuals,-28.80345679
13643,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,9,Forecast,154.4620439
13644,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,10,Actuals,92.80641975
13645,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,10,Forecast,154.4620439
13646,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,11,Actuals,92.80641975
13647,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,11,Forecast,154.4620439
13648,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,12,Actuals,92.80641975
13649,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,12,Forecast,154.4620439
13650,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,1,Actuals,52.61135802
13651,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,2,Actuals,297.1525926
13652,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,3,Actuals,177.6518519
13653,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,4,Actuals,175.282963
13654,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,5,Actuals,174.6483951
13655,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,6,Actuals,174.1767901
13656,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,7,Actuals,179.7422222
13657,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,8,Actuals,173.7422222
13658,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,9,Actuals,56.84148148
13659,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,10,Actuals,56.84148148
13660,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,11,Actuals,56.84148148
13661,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Gross Cost,12,Actuals,56.84148148
13662,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,1,Actuals,4.853333333
13663,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,2,Actuals,4.56345679
13664,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,3,Actuals,5.877037037
13665,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,4,Actuals,3.71654321
13666,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,5,Actuals,3.567901235
13667,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,6,Actuals,2.561975309
13668,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,7,Actuals,3.288395062
13669,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,8,Actuals,3.28691358
13670,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,9,Actuals,4.466666667
13671,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,10,Actuals,3.877037037
13672,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,11,Actuals,3.877037037
13673,FINANCE,Team1,High Cost,Other Transfer Costs,Ops,Non-Gross Cost,12,Actuals,3.877037037
13674,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,4.420246914
13675,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,648.025679
13676,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,-309.9945679
13677,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,4.16691358
13678,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,3,Actuals,17.25876543
13679,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,4,Actuals,105.8330864
13680,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Actuals,33.70518519
13681,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Actuals,57.26469136
13682,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Actuals,40.4745679
13683,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Actuals,40.17135802
13684,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,9,Actuals,39.83506173
13685,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,10,Actuals,68.4345679
13686,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,11,Actuals,68.4345679
13687,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,12,Actuals,68.4345679
13688,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,493.4390123
13689,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,136.4548148
13690,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,311.5125926
13691,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,86.15604938
13692,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,89.09679012
13693,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,17.25283951
13694,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,22.22222222
13695,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,216.5851852
13696,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,54.64098765
13697,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,95.86765432
13698,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,95.86765432
13699,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,95.86765432
13700,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,1,Actuals,-178.0088889
13701,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,1,Forecast,14.98419753
13702,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,2,Actuals,18.51950617
13703,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,2,Forecast,14.98419753
13704,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,3,Actuals,161.3338272
13705,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,3,Forecast,14.98419753
13706,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,4,Actuals,-1722.814321
13707,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,4,Forecast,14.98419753
13708,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Actuals,-9.451358025
13709,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Forecast,14.98419753
13710,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Actuals,-40.23160494
13711,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Forecast,14.98419753
13712,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Actuals,16.66617284
13713,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Forecast,14.98419753
13714,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Actuals,-500.1822222
13715,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Forecast,14.98419753
13716,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,9,Actuals,-21.73580247
13717,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,9,Forecast,14.98419753
13718,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,10,Actuals,25.48938272
13719,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,10,Forecast,14.98419753
13720,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,11,Actuals,25.48938272
13721,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,11,Forecast,14.98419753
13722,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,12,Actuals,25.48938272
13723,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,12,Forecast,14.98419753
13724,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,-291.7985185
13725,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Forecast,-4.526639799
13726,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,-192.7367901
13727,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Forecast,-4.526639799
13728,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Actuals,-3074.083457
13729,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,3,Forecast,-4.526639799
13730,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Actuals,-1083.980247
13731,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,4,Forecast,-4.526639799
13732,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,20.3782716
13733,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Forecast,-4.526639799
13734,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Actuals,-5250.942716
13735,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,6,Forecast,-4.526639799
13736,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Actuals,76.20444444
13737,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,7,Forecast,-4.526639799
13738,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Actuals,-1000.236049
13739,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,8,Forecast,-4.526639799
13740,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Actuals,-277.691358
13741,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,9,Forecast,-4.526639799
13742,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,14.59703704
13743,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Forecast,-4.526639799
13744,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,14.59703704
13745,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Forecast,-4.526639799
13746,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,14.59703704
13747,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Forecast,-4.526639799
13748,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,2,Actuals,19.26814815
13749,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,3,Actuals,13.67160494
13750,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,4,Actuals,27.65432099
13751,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,5,Actuals,30.65333333
13752,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,6,Actuals,20.84148148
13753,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,7,Actuals,0.248888889
13754,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Gross Cost,8,Actuals,0.080987654
13755,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,1,Actuals,0.024691358
13756,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,2,Actuals,-0.024691358
13757,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,5,Actuals,-770.3703704
13758,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,10,Actuals,0.004938272
13759,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,11,Actuals,0.004938272
13760,FINANCE,Team1,High Cost,Other Usage Charges,Ops,Non-Gross Cost,12,Actuals,0.004938272
13761,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,1,Actuals,31.48395062
13762,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,1,Forecast,51.57144035
13763,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,2,Actuals,28.50518519
13764,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,2,Forecast,51.57144035
13765,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,3,Actuals,35.73185185
13766,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,3,Forecast,51.57144035
13767,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,4,Actuals,27.79160494
13768,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,4,Forecast,51.57144035
13769,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,5,Actuals,29.64
13770,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,5,Forecast,51.57144035
13771,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,6,Actuals,31.35555556
13772,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,6,Forecast,51.57144035
13773,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,7,Actuals,25.90074074
13774,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,7,Forecast,51.57144035
13775,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,8,Actuals,35.73382716
13776,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,8,Forecast,51.57144035
13777,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,9,Actuals,54.27604938
13778,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,9,Forecast,51.57144035
13779,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,10,Actuals,28.1037037
13780,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,10,Forecast,51.57144035
13781,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,11,Actuals,28.1037037
13782,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,11,Forecast,51.57144035
13783,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,12,Actuals,28.1037037
13784,FINANCE,Team1,High Cost,Required Price List Services,Ops,Non-Gross Cost,12,Forecast,51.57144035
13785,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,1,Actuals,340.1930864
13786,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,3,Actuals,733.3723457
13787,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,4,Actuals,259.9461728
13788,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,5,Actuals,299.8720988
13789,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,7,Actuals,628.6469136
13790,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,9,Actuals,570.8251852
13791,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,1,Actuals,0.512098765
13792,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,3,Actuals,1.757530864
13793,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,4,Actuals,0.806419753
13794,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,6,Actuals,2.125432099
13795,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,7,Actuals,7.655802469
13796,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,8,Actuals,1.885432099
13797,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,9,Actuals,11.30567901
13798,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,10,Actuals,2.594567901
13799,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,11,Actuals,2.594567901
13800,FINANCE,Team1,High Cost,Seat Charges,Ops,Non-Gross Cost,12,Actuals,2.594567901
13801,FINANCE,Team1,High Cost,Subcontractor - In Network,Ops,Non-Gross Cost,2,Actuals,53.04098765
13802,FINANCE,Team1,High Cost,Subcontractor - In Network,Ops,Non-Gross Cost,3,Actuals,40.46962963
13803,FINANCE,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,1,Actuals,277.8765432
13804,FINANCE,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,2,Actuals,357.4745679
13805,FINANCE,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,3,Actuals,351.3822222
13806,FINANCE,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,4,Actuals,370.1644444
13807,FINANCE,Team1,High Cost,Technology Services Charges,Ops,Gross Cost,5,Actuals,373.0696296
